dataset,predrule0,predimprt0,predrule1,predimprt1,same
openstack,IF age > -7.129999876022339 AND rrexp <= 1873.1649780273438 THEN defect = False,[0.07429704273086658],IF age > -0.3149999976158142 AND nrev <= 4.005000114440918 AND la <= 80.15499877929688 THEN defect = False,[0.12294668020142387],False
openstack,IF age > 10.734999656677246 THEN defect = False,[0.19508357046442243],IF rrexp <= 594.4250183105469 AND rtime > -103.4000015258789 THEN defect = False,[0.29220751249276916],False
openstack,IF rrexp <= 3336.18994140625 AND age > -9.5 AND nrev <= 7.460000038146973 THEN defect = False,[0.2758817554370301],IF app > 4.1549999713897705 AND rtime > -23.244999885559082 AND nrev <= 8.819999694824219 THEN defect = False,[0.14104975827410393],False
openstack,IF la > -154.3499984741211 AND nrev > 1.1449999809265137 AND age <= 6.799999952316284 THEN defect = True,[0.3074815592270137],IF nrev > 0.06500000134110451 AND rrexp > 326.10499572753906 THEN defect = True,[0.13818707918944298],False
openstack,IF la <= 55.739999771118164 AND age > 3.2350000143051147 THEN defect = False,[0.3131497022824931],IF la <= 74.90999984741211 AND rrexp <= 1544.824951171875 AND age > -3.5149999856948853 THEN defect = False,[0.07206423225150616],False
openstack,IF rrexp <= 386.4700012207031 THEN defect = False,[0.24556808933823937],IF rrexp <= 353.88499450683594 AND nrev <= 6.664999961853027 THEN defect = False,[0.16797383074337854],False
openstack,IF nrev > 4.019999980926514 AND app <= 5.085000038146973 THEN defect = True,[2.1138460034115236e-23],IF nrev > 5.049999952316284 THEN defect = True,[1.5530296564990775e-23],False
openstack,IF age <= 7.305000305175781 AND nrev > 1.975000023841858 THEN defect = True,[0.03350825442789997],IF la > -11.355000019073486 AND nrev > 2.2100000381469727 THEN defect = True,[0.206652475830825],False
openstack,IF app <= 3.0199999809265137 AND la > -51.44499969482422 AND rrexp > 328.1650085449219 THEN defect = True,[0.9809994126926874],IF la <= 163.8499984741211 AND nrev > 1.3549999594688416 AND app <= 3.375 THEN defect = True,[0.2749568032120475],False
openstack,IF la <= 191.69000244140625 AND nrev <= 4.18999981880188 AND rrexp <= 972.6499938964844 THEN defect = False,[0.19581086873866466],IF nrev <= 6.585000038146973 AND age > 4.065000057220459 AND rrexp <= 1237.4349975585938 THEN defect = False,[0.8267005159133676],False
openstack,IF ent <= 1.0850000381469727 AND nrev <= 3.7699999809265137 AND la <= 37.06999969482422 THEN defect = False,[0.4315312088425811],IF la <= 300.0850067138672 AND rtime > 5.380000114440918 THEN defect = False,[0.16919851995081356],False
openstack,IF rrexp > 1736.4100341796875 AND nrev > 0.7450000047683716 THEN defect = True,[0.07716592842508233],IF age <= 9.62000036239624 AND rrexp > 1486.4149780273438 AND nrev > 0.8849999904632568 THEN defect = True,[0.0691021077538731],False
openstack,IF nrev > 0.2200000062584877 AND app <= 3.965000033378601 THEN defect = True,[0.4343626966146016],IF nrev > 0.04499999899417162 AND rrexp > 1743.2150268554688 AND app <= 4.400000095367432 THEN defect = True,[0.23434886572110064],False
openstack,IF nrev <= 5.549999952316284 AND app > 2.7450000047683716 AND la <= 157.87000274658203 THEN defect = False,[0.5586552340072743],IF rrexp <= 1181.675048828125 AND app > 0.505000002682209 AND nrev <= 7.375 THEN defect = False,[0.10584041586977744],False
openstack,IF nrev > 1.4450000524520874 AND app <= 8.190000057220459 AND rrexp > 2264.0750732421875 THEN defect = True,[0.26788877234734215],IF app <= 5.724999904632568 AND rrexp > 2207.9049072265625 AND age <= 12.875 THEN defect = True,[0.14576466443937955],False
openstack,IF nrev > 1.824999988079071 AND age > -2.4149999618530273 THEN defect = True,[1.6295343933456458e-23],IF ent <= 1.5799999833106995 AND rtime > 0.9149999916553497 AND age > -8.494999885559082 THEN defect = True,[1.2118588954975922e-23],False
openstack,IF rrexp <= 2146.7451171875 AND app > 2.34499990940094 AND nrev <= 2.90500009059906 THEN defect = False,[0.16518568364130257],IF nrev <= 1.1950000524520874 THEN defect = False,[0.33133183868849436],False
openstack,IF la <= 177.22000122070312 AND age > 8.429999828338623 AND age > -15.485000133514404 THEN defect = False,[0.07378012414638396],IF app > -1.1050000190734863 AND rrexp <= 677.7200012207031 THEN defect = False,[0.06453499484991206],False
openstack,IF ndev > 1.75 AND rtime > -25.04499912261963 THEN defect = False,[0.07201697895972899],IF rtime > -88.30999755859375 AND rtime > 28.630000114440918 THEN defect = False,[0.1951741629192523],False
openstack,IF nrev <= 6.194999933242798 AND rtime <= 28.800000190734863 AND rrexp > 1555.0 THEN defect = True,[0.18476817549760627],IF nrev <= 4.240000009536743 AND asawr > 0.06499999947845936 AND app > 3.8700000047683716 THEN defect = True,[0.13663650245800094],False
openstack,IF nrev <= 5.639999866485596 AND la <= 199.31499481201172 AND rrexp <= 1040.4149780273438 THEN defect = False,[0.060554493328129094],IF rrexp <= 676.9949951171875 THEN defect = False,[0.7389332957909142],False
openstack,IF nd <= 1.965000033378601 AND la <= 211.25499725341797 THEN defect = False,[0.3762962991882668],IF nd <= 2.024999976158142 AND la <= 366.4949951171875 AND nrev <= 6.075000047683716 THEN defect = False,[0.8397398421918146],False
openstack,IF rrexp > 452.0350036621094 AND rtime <= 21.015000343322754 AND nrev <= 8.300000190734863 THEN defect = True,[0.2662315178078491],IF nrev > 4.105000019073486 AND age <= 52.84499931335449 AND app <= 3.915000081062317 THEN defect = True,[0.26704441552840197],False
openstack,IF app > 1.0799999833106995 AND rtime > -0.38500000536441803 AND nrev <= 5.194999933242798 THEN defect = False,[0.10851720278583239],IF rtime > 4.390000104904175 AND age > -18.789999961853027 THEN defect = False,[0.10807766923179633],False
openstack,IF nrev > 6.379999876022339 AND la > -93.37500190734863 THEN defect = True,[0.06750527404328739],IF la <= 488.9200134277344 AND nrev <= 8.46500015258789 AND rtime <= 18.610000610351562 THEN defect = True,[0.143110103972742],False
openstack,IF rrexp <= 649.010009765625 AND app > -0.4749999940395355 AND nrev <= 7.009999990463257 THEN defect = False,[0.21474374621718484],IF rrexp <= 416.4499969482422 AND nrev <= 7.069999933242798 AND app > 0.15500000026077032 THEN defect = False,[0.2558683154672775],False
openstack,IF ent <= 0.9650000035762787 THEN defect = False,[0.1662149419697061],IF la <= 14.184999942779541 THEN defect = False,[0.23467037102926402],False
openstack,IF rrexp > 631.8999938964844 AND nrev <= 4.914999961853027 AND age <= 14.914999961853027 THEN defect = True,[0.254055643859965],IF la <= 97.21500015258789 AND nrev <= 6.025000095367432 AND app <= 2.2649999856948853 THEN defect = True,[0.11270041152682579],False
openstack,IF rrexp <= 909.75 AND age > -25.71500015258789 AND app > 1.9549999833106995 THEN defect = False,[0.13226763607178388],IF age > 17.0649995803833 AND app > 0.009999999776482582 THEN defect = False,[0.16096172923833343],False
openstack,IF app <= 5.474999904632568 AND rrexp > 817.5449829101562 AND nrev > -1.094999998807907 THEN defect = True,[0.0592945708524019],IF rrexp > 1259.2750244140625 AND nrev > 2.0500000715255737 AND age <= 27.97499942779541 THEN defect = True,[0.42270274622575515],False
openstack,IF nrev > 2.8300000429153442 AND rtime > 5.130000114440918 THEN defect = False,[0.2678964308065321],IF age > -7.9750001430511475 AND rtime > -17.225000381469727 THEN defect = False,[0.15748096453807847],False
openstack,IF rrexp <= 1627.5150146484375 AND app > 5.204999923706055 AND nrev <= 16.46500015258789 THEN defect = False,[0.35059761489438473],IF rrexp <= 2209.419921875 AND nrev <= 9.335000038146973 AND la <= 322.9049987792969 THEN defect = False,[0.06294073598198552],False
openstack,IF rrexp <= 1912.969970703125 AND nrev <= 5.870000123977661 THEN defect = False,[1.790198656582215e-23],IF rrexp <= 2627.7850341796875 AND nrev <= 4.400000095367432 AND age > -46.2549991607666 THEN defect = False,[2.3813877866556958e-23],False
openstack,IF nrev <= 2.4049999713897705 AND asawr > -0.004999999888241291 THEN defect = False,[0.2992179210713903],IF asawr > 0.11499999836087227 THEN defect = False,[0.41083268677681567],False
openstack,IF rrexp <= 1808.8099975585938 AND age > -6.960000038146973 AND nrev <= 5.694999933242798 THEN defect = False,[0.11455998942542232],IF ndev > 6.635000228881836 AND age <= 11.065000057220459 THEN defect = False,[0.2018009402884309],False
openstack,IF app > 2.0749999284744263 THEN defect = False,[0.1421763068642917],IF app > 2.0449999570846558 THEN defect = False,[0.05092719075316118],False
openstack,IF app > 2.8949999809265137 AND ent <= 0.9549999833106995 AND la <= 48.21999931335449 THEN defect = False,[0.1047158675460835],IF app > 2.6100000143051147 AND nrev <= 4.384999990463257 AND rrexp <= 2396.4949951171875 THEN defect = False,[0.815606770929576],False
openstack,IF la > 4.890000104904175 AND app > 1.465000033378601 AND rrexp <= 1817.4049682617188 THEN defect = False,[0.25340280698146683],IF ndev > 7.005000114440918 THEN defect = False,[0.1573617037694739],False
openstack,IF rrexp <= 1628.6900024414062 AND app > 1.850000023841858 THEN defect = False,[0.44274635504823917],IF age > 4.0950000286102295 THEN defect = False,[0.1327158132181431],False
openstack,IF nrev > 3.8949999809265137 AND rsawr > 0.2849999964237213 AND age <= 7.7200000286102295 THEN defect = True,[0.23241496268122586],IF nrev > 2.0399999618530273 AND app <= 1.9850000143051147 AND la > -52.834999084472656 THEN defect = True,[0.11670857308176202],False
openstack,IF age > 9.269999980926514 AND la <= 324.385009765625 THEN defect = False,[0.1563013804093142],IF rtime > -93.51499938964844 AND app > 2.084999918937683 THEN defect = False,[0.5815635531986455],False
openstack,IF rrexp > 2116.0499267578125 AND nrev > 4.495000123977661 AND app <= 9.295000076293945 THEN defect = True,[0.19755517875737524],IF rrexp > 2348.219970703125 AND nrev > 3.1850000619888306 AND ndev <= 78.5999984741211 THEN defect = True,[0.45983872150910693],False
openstack,IF la > 3.1600000858306885 AND app <= 6.0299999713897705 AND nrev > -0.6450000107288361 THEN defect = True,[0.05987381689957767],IF nrev > 1.6449999809265137 AND rrexp > 1809.7849731445312 AND app <= 5.009999990463257 THEN defect = True,[0.16805952377280833],False
openstack,IF rrexp <= 1734.0349731445312 AND app > 2.1049998998641968 AND la <= 812.760009765625 THEN defect = False,[0.256904275800975],IF ndev <= 33.94000053405762 THEN defect = False,[0.39034442221090193],False
openstack,IF nrev <= 5.080000162124634 AND app > 1.699999988079071 AND rrexp <= 1324.0599975585938 THEN defect = False,[0.1457942379606228],IF nrev <= 6.629999876022339 AND la <= 136.77000427246094 AND rrexp <= 941.489990234375 THEN defect = False,[0.23184871538556132],False
openstack,IF rtime <= 66.10000228881836 AND la > 40.03499984741211 THEN defect = True,[0.6591916225080616],IF age <= 22.734999656677246 AND app <= 5.634999990463257 AND nrev > 4.884999990463257 THEN defect = True,[0.12054852575959783],False
openstack,IF ndev > 41.47500038146973 AND nrev > 3.7949999570846558 THEN defect = True,[2.187430927027396e-23],IF nrev > 4.565000057220459 THEN defect = True,[1.8770432225282338e-23],False
openstack,IF rrexp <= 1651.4600219726562 AND age <= 13.125 AND app > 2.8149999380111694 THEN defect = False,[0.1823509300685298],IF age <= 6.984999895095825 AND asawr > -0.004999999888241291 AND asawr <= 0.21000000089406967 THEN defect = False,[0.39440043813053605],False
openstack,IF rsawr <= 0.6650000214576721 AND nrev <= 4.550000190734863 AND ndev <= 109.40999984741211 THEN defect = False,[0.1902036401741602],IF app > 1.7450000047683716 AND rrexp <= 984.9149780273438 AND nrev <= 6.25 THEN defect = False,[0.09492424411272339],False
openstack,IF la <= 75.68000030517578 AND nd <= 5.690000057220459 AND ent <= 0.824999988079071 THEN defect = False,[0.6323239576370905],IF nd <= 4.204999923706055 AND age > -4.274999976158142 AND rrexp <= 1929.9650268554688 THEN defect = False,[0.21546590625086995],False
openstack,IF ent > 0.7749999761581421 AND age <= 21.0649995803833 AND asawr <= 0.11499999836087227 THEN defect = True,[0.31385200145843684],IF nrev > 2.6750000715255737 AND age <= 17.494999885559082 AND app <= 6.055000066757202 THEN defect = True,[0.058531500194480245],False
openstack,IF age > 4.75 THEN defect = False,[0.1901960495901208],IF app > 1.090000033378601 AND rrexp <= 844.625 AND nrev <= 6.710000038146973 THEN defect = False,[0.07605685929842927],False
openstack,IF la > 63.38999938964844 AND age <= 10.835000038146973 AND nrev > 2.6950000524520874 THEN defect = True,[0.06888262335574892],IF la > 176.23500061035156 AND nrev > 1.225000023841858 THEN defect = True,[0.14002692661284125],False
openstack,IF age > 4.085000038146973 AND app > 1.0850000381469727 THEN defect = False,[0.1470866104107358],IF nrev <= 4.9049999713897705 AND la <= 406.8050079345703 AND rrexp <= 244.03499603271484 THEN defect = False,[0.14520326344734277],False
openstack,IF rrexp > 1452.8650512695312 AND age <= 23.9950008392334 AND nrev > -0.06000000424683094 THEN defect = True,[0.05550380109879512],IF app > 2.1500000953674316 AND nrev > 2.3249999284744263 AND la > -163.7249984741211 THEN defect = True,[0.12880964073498005],False
openstack,IF app > 2.7450000047683716 AND nrev <= 5.769999980926514 THEN defect = False,[0.12761871393093],IF nrev <= 1.8700000047683716 THEN defect = False,[0.06683500800754102],False
openstack,IF rtime <= 22.22000026702881 AND nd <= 2.1049998998641968 THEN defect = False,[0.3044676523178653],IF rsawr > 0.875 THEN defect = False,[0.1809389879878731],False
openstack,IF rrexp <= 910.4299926757812 AND rtime > -133.73999786376953 AND la <= 102.95000076293945 THEN defect = False,[0.06019553510095561],IF nrev > 2.4850000143051147 AND rtime > 1.2450000047683716 THEN defect = False,[0.22623701397108043],False
openstack,IF app <= 5.265000104904175 AND rrexp > 1643.7550048828125 AND nrev > -0.9399999976158142 THEN defect = True,[0.24182163164748607],IF la > 19.53499984741211 AND app <= 4.284999847412109 THEN defect = True,[0.13803174567027263],False
openstack,IF app > 4.4100000858306885 AND rtime <= 46.635000228881836 THEN defect = True,[0.440226689438563],IF la > 64.93000030517578 AND rsawr <= 1.125 THEN defect = True,[0.08515603873813515],False
openstack,IF ent <= 0.6349999904632568 AND rrexp <= 1897.4400024414062 THEN defect = False,[0.15486832443093454],IF nrev <= 4.875 AND age > 0.6049999892711639 AND app > 2.0049999952316284 THEN defect = False,[0.1236687163264653],False
openstack,IF la <= 26.260000228881836 AND age > -16.609999656677246 THEN defect = False,[0.16195523152869556],IF age > -23.02500057220459 AND la > -78.04999923706055 AND app > 2.809999942779541 THEN defect = False,[0.43227596005433755],False
openstack,IF rrexp <= 814.8500061035156 AND rrexp <= 1760.9450073242188 AND nrev <= 7.7799999713897705 THEN defect = False,[0.11978305125297985],IF age > 7.4049999713897705 AND rrexp <= 1482.2899780273438 THEN defect = False,[0.06613695382776157],False
openstack,IF age <= 16.854999542236328 AND nrev > 2.6850000619888306 AND app <= 2.4450000524520874 THEN defect = True,[0.2933128583731677],IF app <= 2.5399999618530273 AND nrev <= 4.075000047683716 THEN defect = True,[0.11148958599802941],False
openstack,IF age <= 5.06000018119812 AND nrev > 1.4850000143051147 THEN defect = True,[0.16522612111581056],IF app <= 3.0999999046325684 AND rrexp > 1759.260009765625 AND age <= 9.289999961853027 THEN defect = True,[0.07194033971013411],False
openstack,IF nd <= 4.480000019073486 AND rrexp <= 1827.8900146484375 AND la <= 50.349998474121094 THEN defect = False,[0.21944894129129922],IF ent <= 0.8149999976158142 AND la <= 406.4049987792969 THEN defect = False,[0.0708819320352827],False
openstack,IF rtime > 9.244999885559082 AND nd <= 3.2200000286102295 THEN defect = False,[0.0534988135463398],IF nrev > 3.465000033378601 AND la <= 164.72999572753906 AND rtime > -16.670000076293945 THEN defect = False,[0.11091960115407085],False
openstack,IF app > 1.215000033378601 AND la <= 31.15999984741211 THEN defect = False,[0.16576503120384156],IF app > 1.1800000071525574 AND la <= 115.49499893188477 AND age > 3.5950000286102295 THEN defect = False,[0.2823197169906274],False
openstack,IF rrexp > 1247.1950073242188 AND nrev > 1.1349999904632568 AND la > -149.83499908447266 THEN defect = True,[0.15935517984947342],IF nrev > 0.20499999821186066 AND rrexp > 1064.0850219726562 AND app <= 3.259999990463257 THEN defect = True,[0.07645235691294444],False
openstack,IF app > 2.4550000429153442 AND la <= 70.875 AND nrev <= 4.2149999141693115 THEN defect = False,[0.22328731564727627],IF age > -0.0849999999627471 AND rrexp <= 1881.5750122070312 THEN defect = False,[0.3663395285003444],False
openstack,IF app > 2.5199999809265137 AND rrexp <= 1904.1099853515625 AND la > 49.40999984741211 THEN defect = True,[0.1935763428730632],IF la > 35.65999984741211 AND age <= 6.884999990463257 THEN defect = True,[0.11691499579768584],False
openstack,IF rtime <= 10.369999885559082 AND rrexp <= 1568.1599731445312 THEN defect = True,[0.3207786510824101],IF rrexp > 1203.6050415039062 AND la > -273.0800018310547 AND app <= 3.725000023841858 THEN defect = True,[0.3040655125080656],False
openstack,IF app > 2.115000009536743 THEN defect = False,[0.36946039003280184],IF app > 2.190000057220459 THEN defect = False,[0.1603606154931256],False
openstack,IF ent > 0.8349999785423279 THEN defect = True,[0.08260968142375301],IF rsawr <= 0.39499999582767487 AND rtime <= 28.734999656677246 THEN defect = True,[0.07978936200819196],False
openstack,IF rsawr > 0.2549999952316284 AND la > -268.94000244140625 THEN defect = True,[0.1826995993362334],IF age <= 3.3799999952316284 AND nrev > 1.4050000309944153 THEN defect = True,[0.5057296817473341],False
openstack,IF rrexp <= 325.5299987792969 AND nrev <= 5.505000114440918 AND la <= 276.6800079345703 THEN defect = False,[0.12947707490285842],IF age > -14.149999618530273 AND ent <= 0.7450000047683716 THEN defect = False,[0.19142190037036744],False
openstack,IF age > 5.590000152587891 AND rrexp <= 2895.9150390625 THEN defect = False,[0.5093847412559456],IF rtime > -45.80500030517578 AND ent <= 0.3149999976158142 THEN defect = False,[0.2015744593981155],False
openstack,IF nrev > 2.9700000286102295 AND rtime > 0.27000000327825546 THEN defect = False,[0.5599086994266081],IF age > 2.165000081062317 AND app > 1.1150000095367432 THEN defect = False,[0.1315968665380892],False
openstack,IF la > -8.75 AND nrev > 0.5399999916553497 AND app <= 3.3299999237060547 THEN defect = True,[0.16214436483768765],IF rrexp > 1509.5250244140625 AND la <= 15.704999923706055 AND app <= 3.069999933242798 THEN defect = True,[0.4005328080055098],False
openstack,IF app > 0.8649999797344208 AND ent <= 0.7649999856948853 AND rrexp <= 1323.5850219726562 THEN defect = False,[0.18474659719367767],IF rtime > -15.454999923706055 AND app > 0.7650000154972076 THEN defect = False,[0.06993373583788978],False
openstack,IF rrexp <= 605.02001953125 AND la <= 731.5049743652344 AND nd <= 6.504999876022339 THEN defect = False,[0.42280282713639744],IF app <= 2.569999933242798 AND rrexp <= 251.7949981689453 THEN defect = False,[0.3671867817605489],False
openstack,IF nrev <= 5.240000009536743 AND app > 1.875 AND nd <= 28.140000343322754 THEN defect = False,[0.11456896373606902],IF la <= 196.625 AND rrexp <= 675.7850036621094 AND rtime > 0.4749999940395355 THEN defect = False,[0.24959332537968512],False
openstack,IF la <= 424.6699905395508 AND age <= 26.295000076293945 AND ndev > 3.6449999809265137 THEN defect = False,[0.15602266452701016],IF rrexp <= 275.86000061035156 THEN defect = False,[0.7329324635707414],False
openstack,IF age > -22.34500026702881 AND app > 6.019999980926514 AND nrev <= 14.514999866485596 THEN defect = False,[0.2702541004327675],IF nd <= 1.7050000429153442 THEN defect = False,[0.29946128596756466],False
openstack,IF app > -1.2349999845027924 AND nd <= 2.034999966621399 AND rrexp <= 703.0149841308594 THEN defect = False,[0.10119656139967725],IF nrev <= 6.224999904632568 AND rtime > -108.16999816894531 AND rrexp <= 950.9750061035156 THEN defect = False,[0.12706992295383654],False
openstack,IF rrexp <= 737.344970703125 AND age > -14.489999771118164 AND app > 0.5600000023841858 THEN defect = False,[0.549285802477667],IF rtime > -22.59000015258789 AND nrev <= 3.6450001001358032 THEN defect = False,[0.15870684333761806],False
openstack,IF age > 66.36000061035156 THEN defect = False,[0.41123721357742865],IF nd > 1.7999999523162842 AND rrexp <= 1507.375 AND nrev <= 14.300000190734863 THEN defect = False,[0.2786440320685506],False
openstack,IF nrev > 3.7300000190734863 AND la > 83.10499954223633 THEN defect = True,[0.2900588309438632],IF nrev > 3.934999942779541 AND la > 127.56500244140625 THEN defect = True,[0.2181945220671748],False
openstack,IF app > 1.8050000071525574 AND rrexp <= 1198.5150146484375 THEN defect = False,[0.08011149929688095],IF nrev <= 4.075000047683716 AND app > 1.965000033378601 AND ent <= 0.7749999761581421 THEN defect = False,[0.6975200771310154],False
openstack,IF rtime > 0.7549999952316284 AND rrexp <= 1109.8550415039062 AND nrev > 2.4800000190734863 THEN defect = False,[0.10075865248608165],IF la <= 14.984999656677246 THEN defect = False,[0.3182495370385219],False
openstack,IF rrexp > 1760.574951171875 AND nrev > 1.7050000429153442 AND rtime <= 59.36000061035156 THEN defect = True,[0.42783978286467245],IF rtime <= 30.81999969482422 THEN defect = True,[0.07999543202781427],False
openstack,IF rrexp > 466.6549987792969 AND la > 40.07499885559082 THEN defect = True,[0.1303331684947498],IF nrev > 3.1399999856948853 AND age <= 15.049999713897705 AND rrexp > 369.42999267578125 THEN defect = True,[0.12201036988416343],False
openstack,IF app > 2.415000081062317 AND la > 58.19999885559082 THEN defect = True,[0.1639490478159275],IF nd <= 1.725000023841858 AND nrev > 1.4649999737739563 AND app <= 4.5950000286102295 THEN defect = True,[0.31878016331843084],False
openstack,IF la <= 662.5750122070312 AND rrexp <= 299.9300079345703 AND app > 1.024999976158142 THEN defect = False,[0.8835847455252538],IF rrexp <= 588.7250061035156 AND nrev <= 5.994999885559082 AND la <= 416.9700012207031 THEN defect = False,[0.19422913971368724],False
openstack,IF app <= 2.2350000143051147 THEN defect = True,[0.22005368819942545],IF rrexp > 575.989990234375 THEN defect = True,[0.056525119739380875],False
openstack,IF ent <= 0.5 AND rrexp <= 1642.0549926757812 AND app > 1.4950000047683716 THEN defect = False,[0.11177693374787767],IF rrexp <= 1651.4600219726562 AND app > 1.8650000095367432 AND ent <= 0.6850000023841858 THEN defect = False,[0.12227930038016949],False
openstack,IF rrexp > 1470.2050170898438 AND la > -53.89000129699707 AND asawr > 0.014999999664723873 THEN defect = True,[0.1789659668283773],IF rrexp > 1778.219970703125 AND app <= 3.8049999475479126 THEN defect = True,[0.26882556628318827],False
openstack,IF ent <= 0.3149999976158142 AND rrexp <= 631.8599853515625 AND age > -14.90500020980835 THEN defect = False,[0.12840396532117898],IF ndev > 3.1050000190734863 THEN defect = False,[0.1350285143152049],False
openstack,IF rtime <= 2.865000009536743 AND app <= 4.754999876022339 AND nrev <= 3.0199999809265137 THEN defect = True,[0.30469832875051206],IF rtime <= 3.0449999570846558 AND nrev > 0.6699999868869781 THEN defect = True,[0.18859190189380381],False
openstack,IF age > 7.680000066757202 THEN defect = False,[0.43468055208501255],IF nrev <= 6.265000104904175 AND app > 0.6749999821186066 AND app > 2.784999966621399 THEN defect = False,[0.14496943053040928],False
openstack,IF app > 2.15500009059906 AND nrev <= 7.1600000858306885 AND rtime > -78.5250015258789 THEN defect = False,[0.5780346551686883],IF ent <= 0.4950000047683716 AND app > 0.5650000125169754 THEN defect = False,[0.2777269010981132],False
openstack,IF rrexp <= 1952.9450073242188 AND app > 2.6350001096725464 THEN defect = False,[0.19470935307396062],IF nrev <= 6.5249998569488525 AND app > 1.8349999785423279 AND age > -9.0 THEN defect = False,[0.07611098307898974],False
openstack,IF la <= -4.744999885559082 THEN defect = False,[0.5536191994867808],IF rrexp <= 1152.4199829101562 AND app > 2.225000023841858 AND nrev <= 7.005000114440918 THEN defect = False,[0.30244771999362685],False
openstack,IF rrexp <= 2302.199951171875 AND rtime > 14.550000190734863 THEN defect = False,[0.05795501798043245],IF rrexp <= 2225.324951171875 AND rrexp <= 834.8999938964844 AND rtime > -132.91000366210938 THEN defect = False,[0.5424799757354115],False
openstack,IF rrexp <= 2055.5999755859375 AND ent <= 0.574999988079071 THEN defect = False,[0.14922474425217466],IF age > 24.164999961853027 AND rrexp > -149.06499481201172 THEN defect = False,[0.23480568835832244],False
openstack,IF nrev <= 2.9550000429153442 AND la <= 96.56000137329102 THEN defect = False,[1.4565370497318798e-23],IF la <= 49.75 AND nrev <= 3.8550000190734863 THEN defect = False,[2.566370015643001e-23],False
openstack,IF rtime > 14.539999961853027 AND rtime > 12.40999984741211 AND asawr > -0.054999999701976776 THEN defect = False,[0.4654532855094331],IF rrexp <= 1439.8499755859375 AND age > 1.7200000286102295 AND nrev > 3.6299999952316284 THEN defect = False,[0.2540454501058939],False
openstack,IF age <= 9.15999984741211 AND rsawr > -0.08500000089406967 AND la <= 217.7100067138672 THEN defect = True,[0.12334373911164917],IF app <= 4.759999990463257 AND nrev > 4.5 AND app <= 6.9700000286102295 THEN defect = True,[0.07890889376733301],False
openstack,IF nrev > 2.8950001001358032 AND age > 7.735000133514404 THEN defect = False,[0.30928784748805194],IF age > 5.549999952316284 AND rrexp <= 1626.0 THEN defect = False,[0.18570331473344184],False
